LinkID,SourceID,DestinationID,PeerID,Cost,Bandwidth,Delay,SRLGNum,SRLGs
0,0,183,0,1,0,0,0,0
1,183,0,0,1,0,0,0,0
2,183,69,0,1,0,0,0,0
3,69,183,0,1,0,0,0,0
4,199,164,0,1,0,0,0,0
5,164,199,0,1,0,0,0,0
6,164,167,0,1,0,0,0,0
7,167,164,0,1,0,0,0,0
8,198,20,0,1,0,0,0,0
9,20,198,0,1,0,0,0,0
10,20,161,0,1,0,0,0,0
11,161,20,0,1,0,0,0,0
12,197,40,0,1,0,0,0,0
13,40,197,0,1,0,0,0,0
14,40,88,0,1,0,0,0,0
15,88,40,0,1,0,0,0,0
16,196,108,0,1,0,0,0,0
17,108,196,0,1,0,0,0,0
18,108,73,0,1,0,0,0,0
19,73,108,0,1,0,0,0,0
20,195,109,0,1,0,0,0,0
21,109,195,0,1,0,0,0,0
22,109,33,0,1,0,0,0,0
23,33,109,0,1,0,0,0,0
24,194,79,0,1,0,0,0,0
25,79,194,0,1,0,0,0,0
26,79,143,0,1,0,0,0,0
27,143,79,0,1,0,0,0,0
28,193,23,0,1,0,0,0,0
29,23,193,0,1,0,0,0,0
30,23,58,0,1,0,0,0,0
31,58,23,0,1,0,0,0,0
32,192,81,0,1,0,0,0,0
33,81,192,0,1,0,0,0,0
34,81,32,0,1,0,0,0,0
35,32,81,0,1,0,0,0,0
36,191,44,0,1,0,0,0,0
37,44,191,0,1,0,0,0,0
38,44,75,0,1,0,0,0,0
39,75,44,0,1,0,0,0,0
40,190,101,0,1,0,0,0,0
41,101,190,0,1,0,0,0,0
42,101,146,0,1,0,0,0,0
43,146,101,0,1,0,0,0,0
44,189,131,0,1,0,0,0,0
45,131,189,0,1,0,0,0,0
46,131,111,0,1,0,0,0,0
47,111,131,0,1,0,0,0,0
48,188,106,0,1,0,0,0,0
49,106,188,0,1,0,0,0,0
50,106,83,0,1,0,0,0,0
51,83,106,0,1,0,0,0,0
52,187,53,0,1,0,0,0,0
53,53,187,0,1,0,0,0,0
54,53,54,0,1,0,0,0,0
55,54,53,0,1,0,0,0,0
56,186,42,0,1,0,0,0,0
57,42,186,0,1,0,0,0,0
58,42,176,0,1,0,0,0,0
59,176,42,0,1,0,0,0,0
60,185,199,0,1,0,0,0,0
61,199,185,0,1,0,0,0,0
62,184,159,0,1,0,0,0,0
63,159,184,0,1,0,0,0,0
64,159,154,0,1,0,0,0,0
65,154,159,0,1,0,0,0,0
66,182,148,0,1,0,0,0,0
67,148,182,0,1,0,0,0,0
68,148,18,0,1,0,0,0,0
69,18,148,0,1,0,0,0,0
70,181,16,0,1,0,0,0,0
71,16,181,0,1,0,0,0,0
72,16,38,0,1,0,0,0,0
73,38,16,0,1,0,0,0,0
74,180,48,0,1,0,0,0,0
75,48,180,0,1,0,0,0,0
76,48,115,0,1,0,0,0,0
77,115,48,0,1,0,0,0,0
78,179,112,0,1,0,0,0,0
79,112,179,0,1,0,0,0,0
80,112,21,0,1,0,0,0,0
81,21,112,0,1,0,0,0,0
82,178,162,0,1,0,0,0,0
83,162,178,0,1,0,0,0,0
84,162,89,0,1,0,0,0,0
85,89,162,0,1,0,0,0,0
86,177,110,0,1,0,0,0,0
87,110,177,0,1,0,0,0,0
88,110,185,0,1,0,0,0,0
89,185,110,0,1,0,0,0,0
90,176,80,0,1,0,0,0,0
91,80,176,0,1,0,0,0,0
92,175,19,0,1,0,0,0,0
93,19,175,0,1,0,0,0,0
94,19,171,0,1,0,0,0,0
95,171,19,0,1,0,0,0,0
96,174,45,0,1,0,0,0,0
97,45,174,0,1,0,0,0,0
