LinkID,SourceID,DestinationID,PeerID,Cost,Bandwidth,Delay,SRLGNum,SRLGs
0,0,54,0,1,0,0,0,0
1,54,0,0,1,0,0,0,0
2,54,1,0,1,0,0,0,0
3,1,54,0,1,0,0,0,0
4,99,67,0,1,0,0,0,0
5,67,99,0,1,0,0,0,0
6,67,39,0,1,0,0,0,0
7,39,67,0,1,0,0,0,0
8,98,61,0,1,0,0,0,0
9,61,98,0,1,0,0,0,0
10,61,60,0,1,0,0,0,0
11,60,61,0,1,0,0,0,0
12,97,87,0,1,0,0,0,0
13,87,97,0,1,0,0,0,0
14,87,57,0,1,0,0,0,0
15,57,87,0,1,0,0,0,0
16,96,73,0,1,0,0,0,0
17,73,96,0,1,0,0,0,0
18,73,74,0,1,0,0,0,0
19,74,73,0,1,0,0,0,0
20,95,43,0,1,0,0,0,0
21,43,95,0,1,0,0,0,0
22,43,14,0,1,0,0,0,0
23,14,43,0,1,0,0,0,0
24,94,32,0,1,0,0,0,0
25,32,94,0,1,0,0,0,0
26,32,79,0,1,0,0,0,0
27,79,32,0,1,0,0,0,0
28,93,12,0,1,0,0,0,0
29,12,93,0,1,0,0,0,0
30,12,66,0,1,0,0,0,0
31,66,12,0,1,0,0,0,0
32,92,89,0,1,0,0,0,0
33,89,92,0,1,0,0,0,0
34,89,55,0,1,0,0,0,0
35,55,89,0,1,0,0,0,0
36,91,7,0,1,0,0,0,0
37,7,91,0,1,0,0,0,0
38,7,90,0,1,0,0,0,0
39,90,7,0,1,0,0,0,0
40,90,41,0,1,0,0,0,0
41,41,90,0,1,0,0,0,0
42,88,53,0,1,0,0,0,0
43,53,88,0,1,0,0,0,0
44,53,71,0,1,0,0,0,0
45,71,53,0,1,0,0,0,0
46,86,76,0,1,0,0,0,0
47,76,86,0,1,0,0,0,0
48,76,49,0,1,0,0,0,0
49,49,76,0,1,0,0,0,0
50,85,75,0,1,0,0,0,0
51,75,85,0,1,0,0,0,0
52,75,56,0,1,0,0,0,0
53,56,75,0,1,0,0,0,0
54,84,11,0,1,0,0,0,0
55,11,84,0,1,0,0,0,0
56,11,16,0,1,0,0,0,0
57,16,11,0,1,0,0,0,0
58,83,18,0,1,0,0,0,0
59,18,83,0,1,0,0,0,0
60,18,99,0,1,0,0,0,0
61,99,18,0,1,0,0,0,0
62,82,37,0,1,0,0,0,0
63,37,82,0,1,0,0,0,0
64,37,13,0,1,0,0,0,0
65,13,37,0,1,0,0,0,0
66,81,15,0,1,0,0,0,0
67,15,81,0,1,0,0,0,0
68,15,84,0,1,0,0,0,0
69,84,15,0,1,0,0,0,0
70,80,21,0,1,0,0,0,0
71,21,80,0,1,0,0,0,0
72,21,70,0,1,0,0,0,0
73,70,21,0,1,0,0,0,0
74,79,82,0,1,0,0,0,0
75,82,79,0,1,0,0,0,0
76,78,85,0,1,0,0,0,0
77,85,78,0,1,0,0,0,0
78,77,80,0,1,0,0,0,0
79,80,77,0,1,0,0,0,0
80,74,68,0,1,0,0,0,0
81,68,74,0,1,0,0,0,0
82,72,33,0,1,0,0,0,0
83,33,72,0,1,0,0,0,0
84,33,30,0,1,0,0,0,0
85,30,33,0,1,0,0,0,0
86,71,72,0,1,0,0,0,0
87,72,71,0,1,0,0,0,0
88,70,35,0,1,0,0,0,0
89,35,70,0,1,0,0,0,0
90,69,96,0,1,0,0,0,0
91,96,69,0,1,0,0,0,0
92,68,9,0,1,0,0,0,0
93,9,68,0,1,0,0,0,0
94,66,28,0,1,0,0,0,0
95,28,66,0,1,0,0,0,0
96,65,97,0,1,0,0,0,0
97,97,65,0,1,0,0,0,0
98,64,47,0,1,0,0,0,0
99,47,64,0,1,0,0,0,0
100,47,17,0,1,0,0,0,0
101,17,47,0,1,0,0,0,0
102,63,59,0,1,0,0,0,0
103,59,63,0,1,0,0,0,0
104,59,27,0,1,0,0,0,0
105,27,59,0,1,0,0,0,0
106,62,50,0,1,0,0,0,0
107,50,62,0,1,0,0,0,0
108,50,69,0,1,0,0,0,0
109,69,50,0,1,0,0,0,0
110,60,52,0,1,0,0,0,0
111,52,60,0,1,0,0,0,0
112,58,78,0,1,0,0,0,0
113,78,58,0,1,0,0,0,0
114,57,0,0,1,0,0,0,0
115,0,57,0,1,0,0,0,0
116,56,29,0,1,0,0,0,0
117,29,56,0,1,0,0,0,0
118,55,62,0,1,0,0,0,0
119,62,55,0,1,0,0,0,0
120,52,88,0,1,0,0,0,0
121,88,52,0,1,0,0,0,0
122,51,83,0,1,0,0,0,0
123,83,51,0,1,0,0,0,0
124,49,81,0,1,0,0,0,0
125,81,49,0,1,0,0,0,0
126,48,4,0,1,0,0,0,0
127,4,48,0,1,0,0,0,0
128,4,38,0,1,0,0,0,0
129,38,4,0,1,0,0,0,0
130,46,91,0,1,0,0,0,0
131,91,46,0,1,0,0,0,0
132,45,22,0,1,0,0,0,0
133,22,45,0,1,0,0,0,0
134,22,6,0,1,0,0,0,0
135,6,22,0,1,0,0,0,0
136,44,86,0,1,0,0,0,0
137,86,44,0,1,0,0,0,0
138,42,24,0,1,0,0,0,0
139,24,42,0,1,0,0,0,0
140,24,63,0,1,0,0,0,0
141,63,24,0,1,0,0,0,0
142,41,77,0,1,0,0,0,0
143,77,41,0,1,0,0,0,0
144,40,3,0,1,0,0,0,0
145,3,40,0,1,0,0,0,0
146,3,95,0,1,0,0,0,0
147,95,3,0,1,0,0,0,0
148,39,92,0,1,0,0,0,0
149,92,39,0,1,0,0,0,0
150,38,46,0,1,0,0,0,0
151,46,38,0,1,0,0,0,0
152,36,40,0,1,0,0,0,0
153,40,36,0,1,0,0,0,0
154,35,36,0,1,0,0,0,0
155,36,35,0,1,0,0,0,0
156,34,98,0,1,0,0,0,0
157,98,34,0,1,0,0,0,0
158,31,94,0,1,0,0,0,0
159,94,31,0,1,0,0,0,0
160,30,42,0,1,0,0,0,0
161,42,30,0,1,0,0,0,0
162,29,44,0,1,0,0,0,0
163,44,29,0,1,0,0,0,0
164,28,65,0,1,0,0,0,0
165,65,28,0,1,0,0,0,0
166,27,20,0,1,0,0,0,0
167,20,27,0,1,0,0,0,0
168,26,2,0,1,0,0,0,0
169,2,26,0,1,0,0,0,0
170,2,31,0,1,0,0,0,0
171,31,2,0,1,0,0,0,0
172,25,93,0,1,0,0,0,0
173,93,25,0,1,0,0,0,0
174,23,58,0,1,0,0,0,0
175,58,23,0,1,0,0,0,0
176,20,26,0,1,0,0,0,0
177,26,20,0,1,0,0,0,0
178,19,48,0,1,0,0,0,0
179,48,19,0,1,0,0,0,0
180,17,64,0,1,0,0,0,0
181,64,17,0,1,0,0,0,0
182,16,45,0,1,0,0,0,0
183,45,16,0,1,0,0,0,0
184,14,8,0,1,0,0,0,0
185,8,14,0,1,0,0,0,0
186,13,23,0,1,0,0,0,0
187,23,13,0,1,0,0,0,0
188,10,19,0,1,0,0,0,0
189,19,10,0,1,0,0,0,0
190,9,5,0,1,0,0,0,0
191,5,9,0,1,0,0,0,0
192,8,34,0,1,0,0,0,0
193,34,8,0,1,0,0,0,0
194,6,25,0,1,0,0,0,0
195,25,6,0,1,0,0,0,0
196,5,10,0,1,0,0,0,0
197,10,5,0,1,0,0,0,0
198,1,51,0,1,0,0,0,0
199,51,1,0,1,0,0,0,0
200,0,4,0,1,0,0,0,0
201,4,0,0,1,0,0,0,0
202,4,69,0,1,0,0,0,0
203,69,4,0,1,0,0,0,0
204,99,66,0,1,0,0,0,0
205,66,99,0,1,0,0,0,0
206,66,87,0,1,0,0,0,0
207,87,66,0,1,0,0,0,0
208,98,86,0,1,0,0,0,0
209,86,98,0,1,0,0,0,0
210,86,71,0,1,0,0,0,0
211,71,86,0,1,0,0,0,0
212,95,96,0,1,0,0,0,0
213,96,95,0,1,0,0,0,0
214,96,48,0,1,0,0,0,0
215,48,96,0,1,0,0,0,0
216,94,46,0,1,0,0,0,0
217,46,94,0,1,0,0,0,0
218,46,14,0,1,0,0,0,0
219,14,46,0,1,0,0,0,0
220,93,63,0,1,0,0,0,0
221,63,93,0,1,0,0,0,0
222,63,20,0,1,0,0,0,0
223,20,63,0,1,0,0,0,0
224,92,8,0,1,0,0,0,0
225,8,92,0,1,0,0,0,0
226,90,84,0,1,0,0,0,0
227,84,90,0,1,0,0,0,0
228,84,12,0,1,0,0,0,0
229,12,84,0,1,0,0,0,0
230,89,64,0,1,0,0,0,0
231,64,89,0,1,0,0,0,0
232,64,36,0,1,0,0,0,0
233,36,64,0,1,0,0,0,0
234,88,13,0,1,0,0,0,0
235,13,88,0,1,0,0,0,0
236,13,57,0,1,0,0,0,0
237,57,13,0,1,0,0,0,0
238,85,53,0,1,0,0,0,0
239,53,85,0,1,0,0,0,0
240,83,75,0,1,0,0,0,0
241,75,83,0,1,0,0,0,0
242,75,0,0,1,0,0,0,0
243,0,75,0,1,0,0,0,0
244,82,49,0,1,0,0,0,0
245,49,82,0,1,0,0,0,0
246,49,7,0,1,0,0,0,0
247,7,49,0,1,0,0,0,0
248,80,23,0,1,0,0,0,0
249,23,80,0,1,0,0,0,0
250,79,27,0,1,0,0,0,0
251,27,79,0,1,0,0,0,0
252,78,72,0,1,0,0,0,0
253,72,78,0,1,0,0,0,0
254,77,52,0,1,0,0,0,0
255,52,77,0,1,0,0,0,0
256,52,40,0,1,0,0,0,0
257,40,52,0,1,0,0,0,0
258,74,39,0,1,0,0,0,0
259,39,74,0,1,0,0,0,0
260,39,35,0,1,0,0,0,0
261,35,39,0,1,0,0,0,0
262,72,16,0,1,0,0,0,0
263,16,72,0,1,0,0,0,0
264,68,97,0,1,0,0,0,0
265,97,68,0,1,0,0,0,0
266,97,47,0,1,0,0,0,0
267,47,97,0,1,0,0,0,0
268,62,10,0,1,0,0,0,0
269,10,62,0,1,0,0,0,0
270,10,91,0,1,0,0,0,0
271,91,10,0,1,0,0,0,0
272,61,80,0,1,0,0,0,0
273,80,61,0,1,0,0,0,0
274,55,50,0,1,0,0,0,0
275,50,55,0,1,0,0,0,0
276,53,93,0,1,0,0,0,0
277,93,53,0,1,0,0,0,0
278,51,33,0,1,0,0,0,0
279,33,51,0,1,0,0,0,0
280,50,37,0,1,0,0,0,0
281,37,50,0,1,0,0,0,0
282,42,22,0,1,0,0,0,0
283,22,42,0,1,0,0,0,0
284,22,26,0,1,0,0,0,0
285,26,22,0,1,0,0,0,0
286,41,43,0,1,0,0,0,0
287,43,41,0,1,0,0,0,0
288,43,59,0,1,0,0,0,0
289,59,43,0,1,0,0,0,0
290,33,32,0,1,0,0,0,0
291,32,33,0,1,0,0,0,0
292,32,1,0,1,0,0,0,0
293,1,32,0,1,0,0,0,0
294,31,41,0,1,0,0,0,0
295,41,31,0,1,0,0,0,0
296,29,54,0,1,0,0,0,0
297,54,29,0,1,0,0,0,0
298,18,73,0,1,0,0,0,0
299,73,18,0,1,0,0,0,0
300,73,51,0,1,0,0,0,0
301,51,73,0,1,0,0,0,0
302,16,95,0,1,0,0,0,0
303,95,16,0,1,0,0,0,0
304,9,94,0,1,0,0,0,0
305,94,9,0,1,0,0,0,0
306,8,85,0,1,0,0,0,0
307,85,8,0,1,0,0,0,0
308,81,77,0,1,0,0,0,0
309,77,81,0,1,0,0,0,0
310,70,55,0,1,0,0,0,0
311,55,70,0,1,0,0,0,0
312,67,11,0,1,0,0,0,0
313,11,67,0,1,0,0,0,0
314,65,74,0,1,0,0,0,0
315,74,65,0,1,0,0,0,0
316,60,76,0,1,0,0,0,0
317,76,60,0,1,0,0,0,0
318,76,34,0,1,0,0,0,0
319,34,76,0,1,0,0,0,0
320,58,70,0,1,0,0,0,0
321,70,58,0,1,0,0,0,0
322,56,31,0,1,0,0,0,0
323,31,56,0,1,0,0,0,0
324,54,99,0,1,0,0,0,0
325,99,54,0,1,0,0,0,0
326,48,82,0,1,0,0,0,0
327,82,48,0,1,0,0,0,0
328,47,29,0,1,0,0,0,0
329,29,47,0,1,0,0,0,0
330,40,98,0,1,0,0,0,0
331,98,40,0,1,0,0,0,0
332,30,60,0,1,0,0,0,0
