LinkID,SourceID,DestinationID,PeerID,Cost,Bandwidth,Delay,SRLGNum,SRLGs
0,0,1,0,1,0,0,0,0
1,1,0,0,1,0,0,0,0
2,1,4,0,1,0,0,0,0
3,4,1,0,1,0,0,0,0
4,49,17,0,1,0,0,0,0
5,17,49,0,1,0,0,0,0
6,17,38,0,1,0,0,0,0
7,38,17,0,1,0,0,0,0
8,48,40,0,1,0,0,0,0
9,40,48,0,1,0,0,0,0
10,40,0,0,1,0,0,0,0
11,0,40,0,1,0,0,0,0
12,47,29,0,1,0,0,0,0
13,29,47,0,1,0,0,0,0
14,29,44,0,1,0,0,0,0
15,44,29,0,1,0,0,0,0
16,46,5,0,1,0,0,0,0
17,5,46,0,1,0,0,0,0
18,5,28,0,1,0,0,0,0
19,28,5,0,1,0,0,0,0
20,45,41,0,1,0,0,0,0
21,41,45,0,1,0,0,0,0
22,41,6,0,1,0,0,0,0
23,6,41,0,1,0,0,0,0
24,44,15,0,1,0,0,0,0
25,15,44,0,1,0,0,0,0
26,43,10,0,1,0,0,0,0
27,10,43,0,1,0,0,0,0
28,10,2,0,1,0,0,0,0
29,2,10,0,1,0,0,0,0
30,42,16,0,1,0,0,0,0
31,16,42,0,1,0,0,0,0
32,16,11,0,1,0,0,0,0
33,11,16,0,1,0,0,0,0
34,39,24,0,1,0,0,0,0
35,24,39,0,1,0,0,0,0
36,24,32,0,1,0,0,0,0
37,32,24,0,1,0,0,0,0
38,38,20,0,1,0,0,0,0
39,20,38,0,1,0,0,0,0
40,37,7,0,1,0,0,0,0
41,7,37,0,1,0,0,0,0
42,7,22,0,1,0,0,0,0
43,22,7,0,1,0,0,0,0
44,36,31,0,1,0,0,0,0
45,31,36,0,1,0,0,0,0
46,31,45,0,1,0,0,0,0
47,45,31,0,1,0,0,0,0
48,35,13,0,1,0,0,0,0
49,13,35,0,1,0,0,0,0
50,13,34,0,1,0,0,0,0
51,34,13,0,1,0,0,0,0
52,34,18,0,1,0,0,0,0
